depth,time,value
0,2014-11-27 03:00:00.0,19.113358
0,2014-11-27 03:30:00.0,19.183414
0,2014-11-27 04:00:00.0,19.275849
0,2014-11-27 04:30:00.0,19.298228
0,2014-11-27 05:00:00.0,19.298228
0,2014-11-27 05:30:00.0,19.437367
0,2014-11-27 06:00:00.0,19.529802
0,2014-11-27 06:30:00.0,19.599858
0,2014-11-27 07:00:00.0,19.576506
0,2014-11-27 07:30:00.0,19.576506
0,2014-11-27 08:00:00.0,19.507423
0,2014-11-27 08:30:00.0,19.460719
0,2014-11-27 09:00:00.0,19.414015
0,2014-11-27 09:30:00.0,19.368284
0,2014-11-27 10:00:00.0,19.344932
0,2014-11-27 10:30:00.0,19.298228
0,2014-11-27 11:00:00.0,19.298228
0,2014-11-27 11:30:00.0,19.298228
0,2014-11-27 12:00:00.0,19.252497
0,2014-11-27 12:30:00.0,19.229145
0,2014-11-27 13:00:00.0,19.229145
0,2014-11-27 13:30:00.0,19.229145
0,2014-11-27 14:00:00.0,19.229145
0,2014-11-27 14:30:00.0,19.205793
0,2014-11-27 15:00:00.0,19.205793
0,2014-11-27 15:30:00.0,19.183414
0,2014-11-27 16:00:00.0,19.183414
0,2014-11-27 16:30:00.0,19.160062
0,2014-11-27 17:00:00.0,19.160062
0,2014-11-27 17:30:00.0,19.160062
0,2014-11-27 18:00:00.0,19.13671
0,2014-11-27 18:30:00.0,19.13671
0,2014-11-27 19:00:00.0,19.113358
0,2014-11-27 19:30:00.0,19.113358
0,2014-11-27 20:00:00.0,19.113358
0,2014-11-27 20:30:00.0,19.160062
0,2014-11-27 21:00:00.0,19.183414
0,2014-11-27 21:30:00.0,19.205793
0,2014-11-27 22:00:00.0,19.205793
0,2014-11-27 22:30:00.0,19.205793
0,2014-11-27 23:00:00.0,19.205793
0,2014-11-27 23:30:00.0,19.298228
0,2014-11-28 00:00:00.0,19.298228
0,2014-11-28 00:30:00.0,19.414015
0,2014-11-28 01:00:00.0,19.484071
0,2014-11-28 01:30:00.0,19.529802
0,2014-11-28 02:00:00.0,19.692293
0,2014-11-28 02:30:00.0,19.738024
0,2014-11-28 03:00:00.0,19.784728
0,2014-11-28 03:30:00.0,19.831432
0,2014-11-28 04:00:00.0,19.877163
0,2014-11-28 04:30:00.0,19.923867
0,2014-11-28 05:00:00.0,19.947219
0,2014-11-28 05:30:00.0,19.969598
0,2014-11-28 06:00:00.0,19.969598
0,2014-11-28 06:30:00.0,19.99295
0,2014-11-28 07:00:00.0,19.969598
0,2014-11-28 07:30:00.0,19.947219
0,2014-11-28 08:00:00.0,19.947219
0,2014-11-28 08:30:00.0,19.923867
0,2014-11-28 09:00:00.0,19.923867
0,2014-11-28 09:30:00.0,19.80808
0,2014-11-28 10:00:00.0,19.738024
0,2014-11-28 10:30:00.0,19.715645
0,2014-11-28 11:00:00.0,19.692293
0,2014-11-28 11:30:00.0,19.668941
0,2014-11-28 12:00:00.0,19.62321
0,2014-11-28 12:30:00.0,19.599858
0,2014-11-28 13:00:00.0,19.576506
0,2014-11-28 13:30:00.0,19.553154
0,2014-11-28 14:00:00.0,19.529802
0,2014-11-28 14:30:00.0,19.507423
0,2014-11-28 15:00:00.0,19.484071
0,2014-11-28 15:30:00.0,19.460719
0,2014-11-28 16:00:00.0,19.414015
0,2014-11-28 16:30:00.0,19.391636
0,2014-11-28 17:00:00.0,19.344932
0,2014-11-28 17:30:00.0,19.298228
0,2014-11-28 18:00:00.0,19.252497
0,2014-11-28 18:30:00.0,19.229145
0,2014-11-28 19:00:00.0,19.205793
0,2014-11-28 19:30:00.0,19.160062
0,2014-11-28 20:00:00.0,19.090006
0,2014-11-28 20:30:00.0,19.067627
0,2014-11-28 21:00:00.0,19.044275
0,2014-11-28 21:30:00.0,19.020923
0,2014-11-28 22:00:00.0,18.974219
0,2014-11-28 22:30:00.0,18.859405
0,2014-11-28 23:00:00.0,18.765997
0,2014-11-28 23:30:00.0,18.765997
0,2014-11-29 00:00:00.0,18.765997
0,2014-11-29 00:30:00.0,18.789349
0,2014-11-29 01:00:00.0,18.765997
0,2014-11-29 01:30:00.0,18.812701
0,2014-11-29 02:00:00.0,18.905136
0,2014-11-29 02:30:00.0,18.95184
0,2014-11-29 03:00:00.0,19.020923
0,2014-11-29 03:30:00.0,19.020923
0,2014-11-29 04:00:00.0,19.044275
0,2014-11-29 04:30:00.0,19.113358
0,2014-11-29 05:00:00.0,19.183414
0,2014-11-29 05:30:00.0,19.229145
0,2014-11-29 06:00:00.0,19.298228
0,2014-11-29 06:30:00.0,19.391636
0,2014-11-29 07:00:00.0,19.507423
0,2014-11-29 07:30:00.0,19.529802
0,2014-11-29 08:00:00.0,19.599858
0,2014-11-29 08:30:00.0,19.645589
0,2014-11-29 09:00:00.0,19.692293
0,2014-11-29 09:30:00.0,19.715645
0,2014-11-29 10:00:00.0,19.761376
