DATE CREATED
2020-11-19T11:35:50+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
"Omega Interchangeable Thermistors - ON-950-440005, 3000 Ohm @ 25 deg C #DVY1"

UOM DEFINITIONS
Degrees Celsius

STATION,Davies Reef
LATITUDE,-18.83162
STATION,147.6345

BLEACH THRESHOLDS
SUMMER-BEGINNING,TEMPERATURE,THRESHOLD-DAYS,ACTUAL-DAYS
1998-11-01T00:00:00,28.9,25.4,40
1998-11-01T00:00:00,29.0,23.6,30
1998-11-01T00:00:00,29.1,20.6,21
1998-11-01T00:00:00,29.2,19.0,15
1998-11-01T00:00:00,29.3,17.0,6
1998-11-01T00:00:00,29.4,15.0,1
1998-11-01T00:00:00,29.5,11.0,0
1998-11-01T00:00:00,29.6,6.0,0
1998-11-01T00:00:00,29.7,2.4,0
1998-11-01T00:00:00,29.8,0.0,0
1998-11-01T00:00:00,29.9,0.0,0
1998-11-01T00:00:00,30.0,0.0,0
1998-11-01T00:00:00,30.1,0.0,0
1998-11-01T00:00:00,30.2,0.0,0
1999-11-01T00:00:00,28.9,25.4,0
1999-11-01T00:00:00,29.0,23.6,0
1999-11-01T00:00:00,29.1,20.6,0
1999-11-01T00:00:00,29.2,19.0,0
1999-11-01T00:00:00,29.3,17.0,0
1999-11-01T00:00:00,29.4,15.0,0
1999-11-01T00:00:00,29.5,11.0,0
1999-11-01T00:00:00,29.6,6.0,0
1999-11-01T00:00:00,29.7,2.4,0
1999-11-01T00:00:00,29.8,0.0,0
1999-11-01T00:00:00,29.9,0.0,0
1999-11-01T00:00:00,30.0,0.0,0
1999-11-01T00:00:00,30.1,0.0,0
1999-11-01T00:00:00,30.2,0.0,0
2000-11-01T00:00:00,28.9,25.4,13
2000-11-01T00:00:00,29.0,23.6,7
2000-11-01T00:00:00,29.1,20.6,4
2000-11-01T00:00:00,29.2,19.0,0
2000-11-01T00:00:00,29.3,17.0,0
2000-11-01T00:00:00,29.4,15.0,0
2000-11-01T00:00:00,29.5,11.0,0
2000-11-01T00:00:00,29.6,6.0,0
2000-11-01T00:00:00,29.7,2.4,0
2000-11-01T00:00:00,29.8,0.0,0
2000-11-01T00:00:00,29.9,0.0,0
2000-11-01T00:00:00,30.0,0.0,0
2000-11-01T00:00:00,30.1,0.0,0
2000-11-01T00:00:00,30.2,0.0,0
2001-11-01T00:00:00,28.9,25.4,63
2001-11-01T00:00:00,29.0,23.6,53
2001-11-01T00:00:00,29.1,20.6,45
2001-11-01T00:00:00,29.2,19.0,32
2001-11-01T00:00:00,29.3,17.0,29
2001-11-01T00:00:00,29.4,15.0,22
2001-11-01T00:00:00,29.5,11.0,15
2001-11-01T00:00:00,29.6,6.0,11
2001-11-01T00:00:00,29.7,2.4,11
2001-11-01T00:00:00,29.8,0.0,9
2001-11-01T00:00:00,29.9,0.0,8
2001-11-01T00:00:00,30.0,0.0,7
2001-11-01T00:00:00,30.1,0.0,2
2001-11-01T00:00:00,30.2,0.0,0
2002-11-01T00:00:00,28.9,25.4,12
2002-11-01T00:00:00,29.0,23.6,10
2002-11-01T00:00:00,29.1,20.6,7
2002-11-01T00:00:00,29.2,19.0,4
2002-11-01T00:00:00,29.3,17.0,2
2002-11-01T00:00:00,29.4,15.0,1
2002-11-01T00:00:00,29.5,11.0,0
2002-11-01T00:00:00,29.6,6.0,0
2002-11-01T00:00:00,29.7,2.4,0
2002-11-01T00:00:00,29.8,0.0,0
2002-11-01T00:00:00,29.9,0.0,0
2002-11-01T00:00:00,30.0,0.0,0
2002-11-01T00:00:00,30.1,0.0,0
2002-11-01T00:00:00,30.2,0.0,0
2003-11-01T00:00:00,28.9,25.4,43
2003-11-01T00:00:00,29.0,23.6,39
2003-11-01T00:00:00,29.1,20.6,31
2003-11-01T00:00:00,29.2,19.0,23
2003-11-01T00:00:00,29.3,17.0,19
2003-11-01T00:00:00,29.4,15.0,15
2003-11-01T00:00:00,29.5,11.0,12
2003-11-01T00:00:00,29.6,6.0,9
2003-11-01T00:00:00,29.7,2.4,7
2003-11-01T00:00:00,29.8,0.0,5
2003-11-01T00:00:00,29.9,0.0,3
2003-11-01T00:00:00,30.0,0.0,1
2003-11-01T00:00:00,30.1,0.0,0
2003-11-01T00:00:00,30.2,0.0,0
2004-11-01T00:00:00,28.9,25.4,15
2004-11-01T00:00:00,29.0,23.6,14
2004-11-01T00:00:00,29.1,20.6,11
2004-11-01T00:00:00,29.2,19.0,8
2004-11-01T00:00:00,29.3,17.0,5
2004-11-01T00:00:00,29.4,15.0,0
2004-11-01T00:00:00,29.5,11.0,0
2004-11-01T00:00:00,29.6,6.0,0
2004-11-01T00:00:00,29.7,2.4,0
2004-11-01T00:00:00,29.8,0.0,0
2004-11-01T00:00:00,29.9,0.0,0
2004-11-01T00:00:00,30.0,0.0,0
2004-11-01T00:00:00,30.1,0.0,0
2004-11-01T00:00:00,30.2,0.0,0
2005-11-01T00:00:00,28.9,25.4,25
2005-11-01T00:00:00,29.0,23.6,22
2005-11-01T00:00:00,29.1,20.6,15
2005-11-01T00:00:00,29.2,19.0,8
2005-11-01T00:00:00,29.3,17.0,3
2005-11-01T00:00:00,29.4,15.0,1
2005-11-01T00:00:00,29.5,11.0,0
2005-11-01T00:00:00,29.6,6.0,0
2005-11-01T00:00:00,29.7,2.4,0
2005-11-01T00:00:00,29.8,0.0,0
2005-11-01T00:00:00,29.9,0.0,0
2005-11-01T00:00:00,30.0,0.0,0
2005-11-01T00:00:00,30.1,0.0,0
2005-11-01T00:00:00,30.2,0.0,0
2006-11-01T00:00:00,28.9,25.4,0
2006-11-01T00:00:00,29.0,23.6,0
2006-11-01T00:00:00,29.1,20.6,0
2006-11-01T00:00:00,29.2,19.0,0
2006-11-01T00:00:00,29.3,17.0,0
2006-11-01T00:00:00,29.4,15.0,0
2006-11-01T00:00:00,29.5,11.0,0
2006-11-01T00:00:00,29.6,6.0,0
2006-11-01T00:00:00,29.7,2.4,0
