DATE CREATED
2020-11-19T11:38:08+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
"Omega Interchangeable Thermistors - ON-950-440005, 3000 Ohm @ 25 deg C #MYR2"

UOM DEFINITIONS
Degrees Celsius

STATION,Myrmidon Reef
LATITUDE,-18.274247
STATION,147.381736

BLEACH THRESHOLDS
SUMMER-BEGINNING,TEMPERATURE,THRESHOLD-DAYS,ACTUAL-DAYS
1998-11-01T00:00:00,28.7,52.2,0
1998-11-01T00:00:00,28.8,44.2,0
1998-11-01T00:00:00,28.9,38.6,0
1998-11-01T00:00:00,29.0,32.0,0
1998-11-01T00:00:00,29.1,27.0,0
1998-11-01T00:00:00,29.2,25.8,0
1998-11-01T00:00:00,29.3,24.4,0
1998-11-01T00:00:00,29.4,18.4,0
1998-11-01T00:00:00,29.5,13.6,0
1998-11-01T00:00:00,29.6,8.8,0
1998-11-01T00:00:00,29.7,4.8,0
1998-11-01T00:00:00,29.8,4.0,0
1998-11-01T00:00:00,29.9,0.0,0
1998-11-01T00:00:00,30.0,0.0,0
1998-11-01T00:00:00,30.1,0.0,0
1998-11-01T00:00:00,30.2,0.0,0
1999-11-01T00:00:00,28.7,52.2,15
1999-11-01T00:00:00,28.8,44.2,9
1999-11-01T00:00:00,28.9,38.6,3
1999-11-01T00:00:00,29.0,32.0,3
1999-11-01T00:00:00,29.1,27.0,3
1999-11-01T00:00:00,29.2,25.8,1
1999-11-01T00:00:00,29.3,24.4,0
1999-11-01T00:00:00,29.4,18.4,0
1999-11-01T00:00:00,29.5,13.6,0
1999-11-01T00:00:00,29.6,8.8,0
1999-11-01T00:00:00,29.7,4.8,0
1999-11-01T00:00:00,29.8,4.0,0
1999-11-01T00:00:00,29.9,0.0,0
1999-11-01T00:00:00,30.0,0.0,0
1999-11-01T00:00:00,30.1,0.0,0
1999-11-01T00:00:00,30.2,0.0,0
2000-11-01T00:00:00,28.7,52.2,47
2000-11-01T00:00:00,28.8,44.2,36
2000-11-01T00:00:00,28.9,38.6,27
2000-11-01T00:00:00,29.0,32.0,19
2000-11-01T00:00:00,29.1,27.0,14
2000-11-01T00:00:00,29.2,25.8,6
2000-11-01T00:00:00,29.3,24.4,3
2000-11-01T00:00:00,29.4,18.4,2
2000-11-01T00:00:00,29.5,13.6,1
2000-11-01T00:00:00,29.6,8.8,0
2000-11-01T00:00:00,29.7,4.8,0
2000-11-01T00:00:00,29.8,4.0,0
2000-11-01T00:00:00,29.9,0.0,0
2000-11-01T00:00:00,30.0,0.0,0
2000-11-01T00:00:00,30.1,0.0,0
2000-11-01T00:00:00,30.2,0.0,0
2001-11-01T00:00:00,28.7,52.2,0
2001-11-01T00:00:00,28.8,44.2,0
2001-11-01T00:00:00,28.9,38.6,0
2001-11-01T00:00:00,29.0,32.0,0
2001-11-01T00:00:00,29.1,27.0,0
