DATE CREATED
2020-11-19T11:37:05+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
MEA2173 SDI-12 Smart Temperature Sensor 15

UOM DEFINITIONS
Degrees Celsius

STATION,Heron Island
LATITUDE,-23.44822
STATION,151.98386

BLEACH THRESHOLDS
SUMMER-BEGINNING,TEMPERATURE,THRESHOLD-DAYS,ACTUAL-DAYS
1998-11-01T00:00:00,27.5,42.0,0
1998-11-01T00:00:00,27.6,39.0,0
1998-11-01T00:00:00,27.7,34.0,0
1998-11-01T00:00:00,27.8,28.0,0
1998-11-01T00:00:00,27.9,23.0,0
1998-11-01T00:00:00,28.0,22.0,0
1998-11-01T00:00:00,28.1,16.0,0
1998-11-01T00:00:00,28.2,14.0,0
1998-11-01T00:00:00,28.3,11.0,0
1998-11-01T00:00:00,28.4,6.0,0
1998-11-01T00:00:00,28.5,4.0,0
1998-11-01T00:00:00,28.6,3.0,0
1998-11-01T00:00:00,28.7,2.0,0
1998-11-01T00:00:00,28.8,2.0,0
1998-11-01T00:00:00,28.9,2.0,0
1998-11-01T00:00:00,29.0,2.0,0
1998-11-01T00:00:00,29.1,0.0,0
1999-11-01T00:00:00,27.5,42.0,0
1999-11-01T00:00:00,27.6,39.0,0
1999-11-01T00:00:00,27.7,34.0,0
1999-11-01T00:00:00,27.8,28.0,0
1999-11-01T00:00:00,27.9,23.0,0
1999-11-01T00:00:00,28.0,22.0,0
1999-11-01T00:00:00,28.1,16.0,0
1999-11-01T00:00:00,28.2,14.0,0
1999-11-01T00:00:00,28.3,11.0,0
1999-11-01T00:00:00,28.4,6.0,0
1999-11-01T00:00:00,28.5,4.0,0
1999-11-01T00:00:00,28.6,3.0,0
1999-11-01T00:00:00,28.7,2.0,0
1999-11-01T00:00:00,28.8,2.0,0
1999-11-01T00:00:00,28.9,2.0,0
